Omega,reason
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((sx, sy, sz)≤₃(x7, y7, z7)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧((x7, y7, z7)≤₃(sx, sy, sz)⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
"(¬((sx, sy, sz)≤₁(x1, y1, z1))⊃(x2, y2, z2)≤₂(sx, sy, sz)∧(x3, y3, z3)≤₃(sx, sy, sz))∧(¬((x4, y4, z4)≤₂(sx, sy, sz))⊃(x5, y5, z5)≤₁(sx, sy, sz)∧(x6, y6, z6)≤₃(sx, sy, sz))∧(¬((x7, y7, z7)≤₃(sx, sy, sz))⊃(x8, y8, z8)≤₁(sx, sy, sz)∧(x9, y9, z9)≤₂(sx, sy, sz))",counterexample with NE(p1) and NE(p2); model exists violating λ
"((x1, y1, z1)≤₁(sx, sy, sz)⊃(sx, sy, sz)≤₂(x2, y2, z2)∧(sx, sy, sz)≤₃(x3, y3, z3))∧(¬((sx, sy, sz)≤₂(x4, y4, z4))⊃(sx, sy, sz)≤₁(x5, y5, z5)∧(sx, sy, sz)≤₃(x6, y6, z6))∧(¬((sx, sy, sz)≤₃(x7, y7, z7))⊃(sx, sy, sz)≤₁(x8, y8, z8)∧(sx, sy, sz)≤₂(x9, y9, z9))",counterexample with NE(p1) and NE(p2); model exists violating λ
